Type,Date,Time,Input_data_size,Duration(s),Throughput(bytes/s),Throughput/node,spark.broadcast.blockSize,spark.default.parallelism,spark.driver.cores,spark.driver.memory,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.io.compression.codec,spark.io.compression.lz4.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.memory.fraction,spark.memory.storageFraction,spark.reducer.maxSizeInFlight,spark.serializer,spark.shuffle.file.buffer,spark.shuffle.memoryFraction,spark.shuffle.sort.bypassMergeThreshold,spark.sql.shuffle.partitions,spark.storage.memoryFraction,spark.storage.memoryMapThreshold,spark.storage.unrollFraction
ScalaSparkKmeans,2023-04-18,04:37:12,8032739918,113.239,70936160,35468080,122m,2,6,11g,8,2,16g,snappy,86k,48k,82k,24m,0.8,0.1,32m,org.apache.spark.serializer.KryoSerializer,22k,0.4,600,8,0.7,42m,0.4
ScalaSparkKmeans,2023-04-18,04:52:56,8032739918,119.148,67418168,33709084,14m,4,1,14g,8,2,16g,lz4,2k,18k,120k,64m,0.7,0.9,20m,org.apache.spark.serializer.JavaSerializer,124k,0.2,250,8,0.3,298m,0.4
ScalaSparkKmeans,2023-04-18,05:06:52,8032739918,121.489,66119071,33059535,62m,6,2,9g,4,4,8g,lzf,102k,86k,90k,108m,0.6,0.8,98m,org.apache.spark.serializer.JavaSerializer,24k,0.3,500,8,0.5,312m,0.1
ScalaSparkKmeans,2023-04-18,05:22:45,8032739918,285.263,28159066,14079533,90m,6,7,12g,8,2,16g,snappy,70k,30k,94k,92m,0.2,0.4,98m,org.apache.spark.serializer.KryoSerializer,108k,0.9,400,8,0.1,422m,0.8
ScalaSparkKmeans,2023-04-18,05:45:34,8032739918,401.34,20014800,10007400,16m,12,7,13g,4,4,8g,snappy,22k,86k,24k,28m,0.1,0.6,122m,org.apache.spark.serializer.JavaSerializer,60k,0.3,500,8,0.7,100m,0.1
ScalaSparkKmeans,2023-04-18,06:28:09,8032739918,122.924,65347205,32673602,118m,14,1,13g,4,4,8g,lzf,108k,26k,60k,52m,0.7,0.6,70m,org.apache.spark.serializer.KryoSerializer,32k,0.8,100,8,0.2,152m,0.8
ScalaSparkKmeans,2023-04-18,06:43:05,8032739918,185.02,43415522,21707761,56m,6,5,12g,4,4,8g,lz4,122k,128k,96k,32m,0.3,0.3,18m,org.apache.spark.serializer.KryoSerializer,42k,0.8,700,8,0.2,376m,0.4
ScalaSparkKmeans,2023-04-18,06:58:20,8032739918,137.566,58391898,29195949,86m,8,5,16g,2,8,4g,lzf,72k,76k,14k,108m,0.7,0.3,76m,org.apache.spark.serializer.KryoSerializer,68k,0.9,800,8,0.5,304m,0.9
ScalaSparkKmeans,2023-04-18,07:16:52,8032739918,388.323,20685717,10342858,30m,10,6,13g,2,8,4g,lzf,22k,32k,76k,124m,0.1,0.8,102m,org.apache.spark.serializer.KryoSerializer,96k,0.7,700,8,0.7,270m,0.7
ScalaSparkKmeans,2023-04-18,08:01:21,8032739918,123.706,64934117,32467058,100m,10,8,9g,4,4,8g,lz4,62k,98k,100k,24m,0.9,0.7,20m,org.apache.spark.serializer.KryoSerializer,50k,0.2,450,8,0.5,288m,0.8
ScalaSparkKmeans,2023-04-18,08:14:38,8032739918,116.613,68883742,34441871,126m,10,1,7g,8,2,16g,lzf,128k,64k,94k,112m,0.7,0.6,26m,org.apache.spark.serializer.KryoSerializer,10k,0.5,350,8,0.7,270m,0.2
ScalaSparkKmeans,2023-04-18,08:31:05,8032739918,235.382,34126398,17063199,100m,12,1,7g,2,8,4g,snappy,94k,18k,94k,44m,0.3,0.5,40m,org.apache.spark.serializer.JavaSerializer,26k,0.7,700,8,0.5,464m,0.6
ScalaSparkKmeans,2023-04-18,08:45:57,8032739918,134.226,59844887,29922443,8m,16,4,4g,2,8,4g,snappy,60k,110k,116k,4m,0.8,0.7,92m,org.apache.spark.serializer.JavaSerializer,84k,0.8,400,8,0.3,262m,0.5
ScalaSparkKmeans,2023-04-18,09:03:10,8032739918,317.876,25270042,12635021,68m,12,2,4g,2,8,4g,snappy,10k,66k,68k,28m,0.2,0.8,120m,org.apache.spark.serializer.JavaSerializer,98k,0.7,50,8,0.2,240m,0.7
ScalaSparkKmeans,2023-04-18,09:44:54,8032739918,125.166,64176692,32088346,126m,4,7,11g,4,4,8g,lzf,42k,38k,52k,4m,0.5,0.8,42m,org.apache.spark.serializer.JavaSerializer,108k,0.2,250,8,0.8,200m,0.5
ScalaSparkKmeans,2023-04-18,10:03:03,8032739918,383.853,20926604,10463302,54m,8,3,4g,2,8,4g,snappy,42k,86k,76k,20m,0.1,0.4,52m,org.apache.spark.serializer.KryoSerializer,24k,0.8,300,8,0.6,444m,0.2
ScalaSparkKmeans,2023-04-18,10:43:05,8032739918,403.575,19903958,9951979,84m,14,8,9g,8,2,16g,snappy,30k,30k,58k,48m,0.1,0.2,54m,org.apache.spark.serializer.JavaSerializer,126k,0.1,250,8,0.6,152m,0.5
ScalaSparkKmeans,2023-04-18,11:02:32,8032739918,122.45,65600162,32800081,54m,6,2,4g,4,4,8g,lz4,96k,52k,4k,80m,0.6,0.4,12m,org.apache.spark.serializer.JavaSerializer,58k,0.7,400,8,0.1,440m,0.7
ScalaSparkKmeans,2023-04-18,11:15:57,8032739918,123.871,64847623,32423811,56m,16,6,10g,4,4,8g,snappy,116k,42k,86k,40m,0.5,0.5,18m,org.apache.spark.serializer.KryoSerializer,66k,0.3,50,8,0.5,208m,0.9
ScalaSparkKmeans,2023-04-18,11:30:14,8032739918,128.534,62495059,31247529,30m,16,8,11g,4,4,8g,lzf,68k,112k,22k,128m,0.9,0.1,76m,org.apache.spark.serializer.KryoSerializer,66k,0.7,450,8,0.9,164m,0.1
ScalaSparkKmeans,2023-04-18,11:46:55,8032739918,293.052,27410629,13705314,34m,4,4,11g,8,2,16g,snappy,108k,78k,126k,24m,0.2,0.5,38m,org.apache.spark.serializer.KryoSerializer,108k,0.9,400,8,0.6,114m,0.4
ScalaSparkKmeans,2023-04-18,12:08:02,8032739918,287.071,27981718,13990859,46m,8,3,14g,8,2,16g,snappy,24k,92k,58k,120m,0.2,0.6,60m,org.apache.spark.serializer.KryoSerializer,66k,0.6,450,8,0.5,434m,0.6
ScalaSparkKmeans,2023-04-18,12:25:26,8032739918,123.0,65306828,32653414,114m,14,6,11g,4,4,8g,lzf,26k,36k,30k,56m,0.7,0.5,66m,org.apache.spark.serializer.KryoSerializer,70k,0.9,350,8,0.4,472m,0.2
ScalaSparkKmeans,2023-04-18,12:40:44,8032739918,197.51,40670041,20335020,26m,16,8,12g,4,4,8g,lzf,104k,82k,104k,64m,0.3,0.6,62m,org.apache.spark.serializer.JavaSerializer,50k,0.3,800,8,0.9,286m,0.2
ScalaSparkKmeans,2023-04-18,12:58:37,8032739918,318.675,25206683,12603341,2m,10,4,5g,2,8,4g,snappy,54k,66k,20k,28m,0.2,0.6,56m,org.apache.spark.serializer.JavaSerializer,6k,0.4,450,8,0.5,338m,0.7
ScalaSparkKmeans,2023-04-18,13:45:07,8032739918,117.451,68392265,34196132,76m,8,4,9g,8,2,16g,snappy,10k,88k,60k,96m,0.4,0.4,114m,org.apache.spark.serializer.KryoSerializer,110k,0.3,250,8,0.3,468m,0.2
ScalaSparkKmeans,2023-04-18,14:00:53,8032739918,122.103,65786589,32893294,10m,10,6,10g,8,2,16g,snappy,122k,12k,42k,128m,0.6,0.4,78m,org.apache.spark.serializer.KryoSerializer,26k,0.3,650,8,0.5,144m,0.1
ScalaSparkKmeans,2023-04-18,14:15:33,8032739918,124.132,64711274,32355637,58m,8,3,5g,4,4,8g,snappy,94k,100k,62k,36m,0.8,0.9,72m,org.apache.spark.serializer.KryoSerializer,128k,0.8,450,8,0.4,2m,0.5
ScalaSparkKmeans,2023-04-18,14:33:52,8032739918,387.071,20752626,10376313,56m,10,5,16g,2,8,4g,lz4,32k,128k,48k,60m,0.1,0.1,38m,org.apache.spark.serializer.JavaSerializer,82k,0.6,450,8,0.9,274m,0.4
ScalaSparkKmeans,2023-04-18,14:55:29,8032739918,137.595,58379591,29189795,58m,14,8,14g,2,8,4g,lz4,118k,2k,86k,20m,0.9,0.8,42m,org.apache.spark.serializer.JavaSerializer,122k,0.4,50,8,0.5,188m,0.5
ScalaSparkKmeans,2023-04-18,15:09:24,8032739918,139.05,57768715,28884357,32m,10,5,9g,2,8,4g,lz4,104k,100k,128k,112m,0.5,0.4,48m,org.apache.spark.serializer.JavaSerializer,128k,0.7,700,8,0.4,32m,0.4
ScalaSparkKmeans,2023-04-18,15:23:41,8032739918,122.926,65346142,32673071,50m,2,8,14g,8,2,16g,snappy,32k,52k,90k,88m,0.9,0.3,76m,org.apache.spark.serializer.JavaSerializer,40k,0.1,550,8,0.5,472m,0.9
ScalaSparkKmeans,2023-04-18,15:38:38,8032739918,118.079,68028522,34014261,128m,16,6,12g,8,2,16g,snappy,102k,124k,112k,92m,0.9,0.9,94m,org.apache.spark.serializer.KryoSerializer,26k,0.6,250,8,0.8,232m,0.3
ScalaSparkKmeans,2023-04-18,15:53:15,8032739918,135.502,59281338,29640669,40m,16,1,8g,2,8,4g,lz4,12k,16k,116k,80m,0.7,0.3,66m,org.apache.spark.serializer.KryoSerializer,48k,0.4,100,8,0.2,210m,0.4
ScalaSparkKmeans,2023-04-18,16:10:26,8032739918,309.511,25953003,12976501,54m,16,7,4g,4,4,8g,snappy,80k,116k,40k,96m,0.2,0.6,90m,org.apache.spark.serializer.JavaSerializer,64k,0.3,550,8,0.9,40m,0.1
ScalaSparkKmeans,2023-04-18,16:25:42,8032739918,123.716,64928868,32464434,16m,12,3,8g,4,4,8g,snappy,118k,76k,72k,40m,0.6,0.8,80m,org.apache.spark.serializer.JavaSerializer,70k,0.4,250,8,0.2,476m,0.8
ScalaSparkKmeans,2023-04-18,16:39:01,8032739918,139.709,57496223,28748111,2m,14,6,10g,2,8,4g,lzf,30k,6k,120k,4m,0.6,0.5,128m,org.apache.spark.serializer.JavaSerializer,30k,0.8,600,8,0.5,460m,0.5
ScalaSparkKmeans,2023-04-18,16:55:59,8032739918,308.71,26020342,13010171,36m,8,1,16g,8,2,16g,snappy,122k,124k,88k,128m,0.2,0.6,54m,org.apache.spark.serializer.JavaSerializer,60k,0.7,400,8,0.4,390m,0.8
ScalaSparkKmeans,2023-04-18,17:14:29,8032739918,234.465,34259867,17129933,100m,14,5,12g,2,8,4g,lzf,12k,4k,84k,48m,0.3,0.4,114m,org.apache.spark.serializer.KryoSerializer,82k,0.8,450,8,0.1,210m,0.7
ScalaSparkKmeans,2023-04-18,17:29:59,8032739918,116.032,69228660,34614330,80m,2,3,8g,8,2,16g,snappy,20k,100k,48k,56m,0.6,0.1,52m,org.apache.spark.serializer.JavaSerializer,12k,0.6,450,8,0.5,438m,0.4
ScalaSparkKmeans,2023-04-18,17:46:06,8032739918,185.02,43415522,21707761,94m,2,2,10g,8,2,16g,snappy,42k,96k,12k,68m,0.3,0.6,46m,org.apache.spark.serializer.JavaSerializer,24k,0.5,200,8,0.5,410m,0.3
ScalaSparkKmeans,2023-04-18,18:08:01,8032739918,395.252,20323084,10161542,110m,16,3,14g,8,2,16g,snappy,110k,34k,86k,68m,0.1,0.8,102m,org.apache.spark.serializer.KryoSerializer,26k,0.3,250,8,0.5,374m,0.9
ScalaSparkKmeans,2023-04-18,18:30:16,8032739918,123.894,64835584,32417792,76m,12,8,15g,8,2,16g,snappy,102k,38k,102k,88m,0.9,0.7,126m,org.apache.spark.serializer.KryoSerializer,38k,0.9,250,8,0.7,436m,0.1
ScalaSparkKmeans,2023-04-18,18:44:29,8032739918,112.819,71200240,35600120,68m,16,2,7g,8,2,16g,lz4,16k,64k,106k,44m,0.7,0.7,112m,org.apache.spark.serializer.JavaSerializer,70k,0.7,400,8,0.8,120m,0.4
ScalaSparkKmeans,2023-04-18,18:58:33,8032739918,136.871,58688399,29344199,120m,12,4,4g,2,8,4g,lzf,36k,16k,86k,4m,0.5,0.1,128m,org.apache.spark.serializer.KryoSerializer,128k,0.5,700,8,0.5,228m,0.1
ScalaSparkKmeans,2023-04-18,19:16:31,8032739918,302.008,26597771,13298885,102m,10,3,9g,8,2,16g,snappy,110k,114k,16k,80m,0.2,0.1,80m,org.apache.spark.serializer.JavaSerializer,126k,0.6,350,8,0.2,208m,0.7
ScalaSparkKmeans,2023-04-18,19:34:01,8032739918,138.164,58139167,29069583,100m,12,8,14g,2,8,4g,snappy,50k,34k,26k,48m,0.6,0.2,36m,org.apache.spark.serializer.JavaSerializer,120k,0.7,150,8,0.2,36m,0.5
ScalaSparkKmeans,2023-04-18,19:52:12,8032739918,387.825,20712279,10356139,62m,14,4,6g,2,8,4g,lzf,98k,70k,14k,20m,0.1,0.3,98m,org.apache.spark.serializer.JavaSerializer,116k,0.8,300,8,0.7,228m,0.6
ScalaSparkKmeans,2023-04-18,20:33:27,8032739918,114.718,70021617,35010808,52m,12,7,10g,8,2,16g,lz4,18k,54k,40k,84m,0.7,0.4,58m,org.apache.spark.serializer.KryoSerializer,64k,0.2,750,8,0.8,364m,0.9
ScalaSparkKmeans,2023-04-18,20:51:52,8032739918,403.497,19907805,9953902,52m,16,7,12g,8,2,16g,lz4,16k,20k,12k,32m,0.1,0.1,4m,org.apache.spark.serializer.JavaSerializer,96k,0.1,500,8,0.2,404m,0.8
ScalaSparkKmeans,2023-04-18,21:12:39,8032739918,209.683,38308970,19154485,112m,12,8,8g,4,4,8g,lzf,66k,128k,96k,116m,0.3,0.3,52m,org.apache.spark.serializer.JavaSerializer,20k,0.7,450,8,0.5,242m,0.7
ScalaSparkKmeans,2023-04-18,21:27:44,8032739918,135.941,59089898,29544949,92m,2,5,13g,2,8,4g,lzf,44k,4k,44k,112m,0.9,0.9,36m,org.apache.spark.serializer.JavaSerializer,86k,0.1,450,8,0.3,428m,0.1
ScalaSparkKmeans,2023-04-18,22:04:15,8032739918,137.52,58411430,29205715,44m,16,3,10g,2,8,4g,lz4,104k,46k,2k,92m,0.9,0.8,96m,org.apache.spark.serializer.JavaSerializer,104k,0.9,450,8,0.4,380m,0.9
ScalaSparkKmeans,2023-04-18,22:22:38,8032739918,405.865,19791654,9895827,52m,4,6,6g,4,4,8g,lzf,102k,30k,18k,44m,0.1,0.1,104m,org.apache.spark.serializer.JavaSerializer,84k,0.7,700,8,0.8,312m,0.3
ScalaSparkKmeans,2023-04-18,22:58:28,8032739918,129.043,62248552,31124276,112m,2,1,10g,4,4,8g,snappy,40k,100k,40k,12m,0.4,0.9,56m,org.apache.spark.serializer.KryoSerializer,50k,0.6,50,8,0.2,416m,0.7
ScalaSparkKmeans,2023-04-18,23:16:15,8032739918,137.504,58418227,29209113,98m,2,8,9g,2,8,4g,lz4,88k,120k,80k,12m,0.6,0.1,68m,org.apache.spark.serializer.KryoSerializer,104k,0.7,250,8,0.7,84m,0.1
ScalaSparkKmeans,2023-04-18,23:33:01,8032739918,120.607,66602601,33301300,98m,14,2,11g,4,4,8g,snappy,6k,46k,116k,124m,0.8,0.9,72m,org.apache.spark.serializer.JavaSerializer,78k,0.7,800,8,0.3,190m,0.5
ScalaSparkKmeans,2023-04-18,23:49:25,8032739918,304.836,26351021,13175510,94m,6,4,15g,8,2,16g,lzf,102k,22k,64k,84m,0.2,0.7,78m,org.apache.spark.serializer.JavaSerializer,52k,0.1,250,8,0.2,496m,0.7
ScalaSparkKmeans,2023-04-19,00:08:45,8032739918,235.045,34175327,17087663,100m,4,8,13g,2,8,4g,lzf,120k,118k,124k,80m,0.3,0.1,40m,org.apache.spark.serializer.JavaSerializer,36k,0.8,800,8,0.2,182m,0.8
ScalaSparkKmeans,2023-04-19,00:24:52,8032739918,125.068,64226979,32113489,28m,8,3,6g,8,2,16g,lz4,2k,64k,54k,120m,0.9,0.7,44m,org.apache.spark.serializer.KryoSerializer,6k,0.1,750,8,0.3,424m,0.7
ScalaSparkKmeans,2023-04-19,00:38:53,8032739918,129.004,62267370,31133685,116m,8,4,8g,4,4,8g,snappy,112k,66k,16k,128m,0.4,0.7,54m,org.apache.spark.serializer.KryoSerializer,2k,0.8,800,8,0.1,300m,0.9
ScalaSparkKmeans,2023-04-19,00:53:54,8032739918,123.124,65241057,32620528,54m,12,7,11g,8,2,16g,lzf,52k,106k,18k,32m,0.5,0.1,2m,org.apache.spark.serializer.JavaSerializer,94k,0.2,750,8,0.7,440m,0.3
ScalaSparkKmeans,2023-04-19,01:08:14,8032739918,126.542,63478844,31739422,10m,16,2,15g,4,4,8g,lz4,72k,20k,118k,72m,0.8,0.3,2m,org.apache.spark.serializer.JavaSerializer,118k,0.8,650,8,0.3,366m,0.3
ScalaSparkKmeans,2023-04-19,01:21:26,8032739918,116.04,69223887,34611943,28m,10,4,14g,8,2,16g,lzf,100k,44k,88k,48m,0.6,0.2,116m,org.apache.spark.serializer.JavaSerializer,22k,0.9,800,8,0.6,374m,0.1
ScalaSparkKmeans,2023-04-19,01:35:37,8032739918,128.331,62593916,31296958,42m,4,8,6g,4,4,8g,snappy,58k,46k,18k,60m,0.5,0.1,56m,org.apache.spark.serializer.JavaSerializer,50k,0.2,350,8,0.8,438m,0.9
ScalaSparkKmeans,2023-04-19,01:49:36,8032739918,136.042,59046029,29523014,102m,12,5,13g,2,8,4g,snappy,90k,126k,18k,32m,0.8,0.1,22m,org.apache.spark.serializer.KryoSerializer,72k,0.7,700,8,0.3,30m,0.1
ScalaSparkKmeans,2023-04-19,02:08:03,8032739918,325.475,24680051,12340025,118m,6,1,13g,2,8,4g,lz4,46k,72k,52k,112m,0.2,0.9,86m,org.apache.spark.serializer.KryoSerializer,108k,0.9,400,8,0.7,470m,0.6
ScalaSparkKmeans,2023-04-19,02:54:35,8032739918,140.303,57252802,28626401,98m,2,7,4g,2,8,4g,lz4,36k,100k,104k,52m,0.5,0.9,98m,org.apache.spark.serializer.KryoSerializer,32k,0.3,450,8,0.2,232m,0.8
ScalaSparkKmeans,2023-04-19,03:13:01,8032739918,121.681,66014742,33007371,80m,8,2,13g,8,2,16g,lz4,120k,22k,60k,40m,0.5,0.8,90m,org.apache.spark.serializer.KryoSerializer,122k,0.1,500,8,0.5,298m,0.3
ScalaSparkKmeans,2023-04-19,03:27:48,8032739918,185.654,43267260,21633630,76m,8,5,16g,8,2,16g,snappy,22k,44k,90k,16m,0.3,0.9,14m,org.apache.spark.serializer.KryoSerializer,118k,0.9,600,8,0.6,256m,0.5
ScalaSparkKmeans,2023-04-19,03:47:31,8032739918,302.355,26567246,13283623,18m,16,2,15g,4,4,8g,snappy,16k,34k,54k,84m,0.2,0.7,64m,org.apache.spark.serializer.JavaSerializer,22k,0.5,750,8,0.3,312m,0.9
ScalaSparkKmeans,2023-04-19,04:07:44,8032739918,400.215,20071061,10035530,6m,4,4,8g,4,4,8g,snappy,118k,106k,66k,76m,0.1,0.5,44m,org.apache.spark.serializer.JavaSerializer,50k,0.3,600,8,0.7,486m,0.4
ScalaSparkKmeans,2023-04-19,05:00:18,8032739918,123.927,64818319,32409159,124m,4,6,12g,4,4,8g,lz4,16k,6k,34k,32m,0.4,0.1,116m,org.apache.spark.serializer.KryoSerializer,104k,0.6,150,8,0.7,194m,0.4
ScalaSparkKmeans,2023-04-19,05:15:02,8032739918,141.738,56673156,28336578,36m,10,6,7g,2,8,4g,lz4,58k,64k,10k,4m,0.5,0.5,128m,org.apache.spark.serializer.KryoSerializer,26k,0.8,300,8,0.2,274m,0.2
ScalaSparkKmeans,2023-04-19,05:29:04,8032739918,122.04,65820549,32910274,28m,10,8,12g,4,4,8g,lz4,62k,122k,66k,40m,0.4,0.9,46m,org.apache.spark.serializer.JavaSerializer,8k,0.2,700,8,0.5,344m,0.2
ScalaSparkKmeans,2023-04-19,05:46:37,8032739918,317.451,25303873,12651936,50m,16,1,5g,2,8,4g,lzf,20k,104k,86k,28m,0.2,0.9,124m,org.apache.spark.serializer.JavaSerializer,64k,0.4,700,8,0.6,168m,0.8
ScalaSparkKmeans,2023-04-19,06:33:33,8032739918,136.636,58789337,29394668,108m,6,2,16g,2,8,4g,lz4,52k,70k,78k,96m,0.9,0.5,8m,org.apache.spark.serializer.KryoSerializer,122k,0.6,350,8,0.9,492m,0.7
ScalaSparkKmeans,2023-04-19,06:50:28,8032739918,297.711,26981669,13490834,98m,14,1,7g,8,2,16g,lz4,40k,76k,90k,88m,0.2,0.8,34m,org.apache.spark.serializer.KryoSerializer,8k,0.8,150,8,0.7,146m,0.3
ScalaSparkKmeans,2023-04-19,07:11:27,8032739918,388.92,20653964,10326982,122m,8,2,7g,8,2,16g,snappy,36k,104k,104k,112m,0.1,0.4,16m,org.apache.spark.serializer.KryoSerializer,20k,0.8,300,8,0.3,180m,0.4
ScalaSparkKmeans,2023-04-19,07:37:01,8032739918,305.458,26297363,13148681,14m,12,2,9g,8,2,16g,snappy,22k,60k,58k,92m,0.2,0.6,18m,org.apache.spark.serializer.JavaSerializer,42k,0.9,750,8,0.8,174m,0.9
ScalaSparkKmeans,2023-04-19,07:53:24,8032739918,123.387,65101995,32550997,66m,4,3,8g,4,4,8g,lzf,6k,22k,38k,76m,0.5,0.5,34m,org.apache.spark.serializer.JavaSerializer,6k,0.9,50,8,0.9,32m,0.3
ScalaSparkKmeans,2023-04-19,08:07:51,8032739918,141.119,56921746,28460873,74m,14,5,11g,2,8,4g,lzf,74k,48k,48k,24m,0.6,0.2,88m,org.apache.spark.serializer.KryoSerializer,108k,0.8,400,8,0.1,338m,0.1
ScalaSparkKmeans,2023-04-19,08:25:31,8032739918,315.687,25445266,12722633,56m,8,5,15g,2,8,4g,lzf,112k,118k,52k,92m,0.2,0.2,58m,org.apache.spark.serializer.JavaSerializer,84k,0.2,650,8,0.2,144m,0.9
ScalaSparkKmeans,2023-04-19,08:58:59,8032739918,120.267,66790889,33395444,22m,12,6,4g,8,2,16g,lzf,50k,72k,92k,76m,0.4,0.2,74m,org.apache.spark.serializer.JavaSerializer,68k,0.5,250,8,0.7,184m,0.9
ScalaSparkKmeans,2023-04-19,09:14:04,8032739918,115.853,69335622,34667811,54m,12,4,15g,8,2,16g,lzf,46k,96k,54k,52m,0.8,0.9,114m,org.apache.spark.serializer.JavaSerializer,104k,0.6,600,8,0.3,102m,0.5
ScalaSparkKmeans,2023-04-19,09:29:41,8032739918,227.317,35337171,17668585,76m,16,3,11g,2,8,4g,lzf,30k,82k,120k,128m,0.3,0.9,8m,org.apache.spark.serializer.KryoSerializer,104k,0.8,100,8,0.7,352m,0.8
ScalaSparkKmeans,2023-04-19,09:47:14,8032739918,116.096,69190496,34595248,2m,14,3,4g,8,2,16g,snappy,60k,124k,70k,76m,0.5,0.6,6m,org.apache.spark.serializer.JavaSerializer,70k,0.1,550,8,0.1,474m,0.1
ScalaSparkKmeans,2023-04-19,10:06:21,8032739918,418.91,19175335,9587667,58m,12,3,10g,8,2,16g,lz4,108k,118k,76k,92m,0.1,0.7,112m,org.apache.spark.serializer.KryoSerializer,88k,0.4,150,8,0.7,264m,0.3
ScalaSparkKmeans,2023-04-19,10:28:53,8032739918,138.568,57969660,28984830,84m,10,2,11g,2,8,4g,snappy,10k,96k,56k,80m,0.7,0.6,18m,org.apache.spark.serializer.KryoSerializer,80k,0.3,650,8,0.5,16m,0.6
ScalaSparkKmeans,2023-04-19,10:43:55,8032739918,140.15,57315304,28657652,2m,2,5,14g,2,8,4g,lzf,104k,24k,116k,100m,0.7,0.3,10m,org.apache.spark.serializer.KryoSerializer,12k,0.9,350,8,0.6,70m,0.9
ScalaSparkKmeans,2023-04-19,11:02:11,8032739918,137.294,58507581,29253790,24m,14,4,8g,2,8,4g,lz4,76k,118k,128k,124m,0.5,0.6,38m,org.apache.spark.serializer.KryoSerializer,34k,0.5,100,8,0.5,44m,0.9
ScalaSparkKmeans,2023-04-19,11:18:31,8032739918,241.026,33327275,16663637,46m,12,1,11g,2,8,4g,lz4,38k,38k,90k,104m,0.3,0.2,44m,org.apache.spark.serializer.JavaSerializer,74k,0.8,600,8,0.6,180m,0.1
ScalaSparkKmeans,2023-04-19,11:34:23,8032739918,189.995,42278691,21139345,78m,6,8,4g,8,2,16g,snappy,108k,96k,46k,116m,0.3,0.9,14m,org.apache.spark.serializer.JavaSerializer,36k,0.1,650,8,0.8,138m,0.4
ScalaSparkKmeans,2023-04-19,11:52:08,8032739918,197.954,40578820,20289410,30m,16,5,5g,8,2,16g,lz4,34k,24k,76k,80m,0.3,0.1,12m,org.apache.spark.serializer.JavaSerializer,108k,0.6,550,8,0.7,148m,0.5
ScalaSparkKmeans,2023-04-19,12:12:50,8032739918,394.502,20361721,10180860,66m,14,2,4g,2,8,4g,lzf,98k,94k,62k,24m,0.1,0.4,110m,org.apache.spark.serializer.KryoSerializer,52k,0.4,650,8,0.5,240m,0.9
ScalaSparkKmeans,2023-04-19,12:51:18,8032739918,321.957,24949729,12474864,126m,4,1,16g,2,8,4g,lz4,76k,12k,44k,60m,0.2,0.8,4m,org.apache.spark.serializer.KryoSerializer,56k,0.1,350,8,0.9,248m,0.5
ScalaSparkKmeans,2023-04-19,13:46:16,8032739918,121.855,65920478,32960239,42m,6,4,7g,8,2,16g,lzf,38k,128k,76k,76m,0.6,0.3,128m,org.apache.spark.serializer.KryoSerializer,44k,0.5,550,8,0.8,26m,0.1
ScalaSparkKmeans,2023-04-19,14:01:21,8032739918,142.286,56454886,28227443,10m,4,3,8g,2,8,4g,lz4,42k,56k,40k,104m,0.9,0.6,28m,org.apache.spark.serializer.JavaSerializer,72k,0.2,750,8,0.7,388m,0.2
ScalaSparkKmeans,2023-04-19,14:15:50,8032739918,123.629,64974560,32487280,124m,12,8,7g,4,4,8g,lz4,6k,8k,78k,28m,0.6,0.8,42m,org.apache.spark.serializer.JavaSerializer,126k,0.4,250,8,0.8,416m,0.4
ScalaSparkKmeans,2023-04-19,14:32:28,8032739918,301.066,26680993,13340496,120m,12,2,5g,8,2,16g,lzf,12k,38k,116k,24m,0.2,0.7,44m,org.apache.spark.serializer.KryoSerializer,2k,0.1,650,8,0.5,376m,0.5
ScalaSparkKmeans,2023-04-19,14:50:48,8032739918,124.811,64359230,32179615,66m,2,1,14g,8,2,16g,snappy,102k,62k,104k,8m,0.9,0.3,124m,org.apache.spark.serializer.KryoSerializer,50k,0.1,750,8,0.1,112m,0.9
ScalaSparkKmeans,2023-04-19,15:06:48,8032739918,124.006,64777026,32388513,106m,16,1,11g,4,4,8g,lz4,108k,94k,30k,84m,0.5,0.1,12m,org.apache.spark.serializer.KryoSerializer,82k,0.4,600,8,0.2,4m,0.2
ScalaSparkKmeans,2023-04-19,15:20:50,8032739918,134.902,59545002,29772501,76m,16,8,6g,2,8,4g,lzf,4k,126k,104k,20m,0.9,0.2,122m,org.apache.spark.serializer.KryoSerializer,4k,0.1,300,8,0.5,456m,0.1
ScalaSparkKmeans,2023-04-19,15:35:11,8032739918,124.339,64603542,32301771,24m,2,8,16g,8,2,16g,lzf,110k,42k,12k,24m,0.9,0.9,72m,org.apache.spark.serializer.JavaSerializer,104k,0.5,400,8,0.6,488m,0.5
ScalaSparkKmeans,2023-04-19,15:50:15,8032739918,116.343,69043603,34521801,10m,10,3,9g,8,2,16g,lzf,88k,74k,88k,44m,0.6,0.7,102m,org.apache.spark.serializer.JavaSerializer,18k,0.6,800,8,0.5,272m,0.6
ScalaSparkKmeans,2023-04-19,16:07:14,8032739918,300.766,26707606,13353803,18m,2,5,9g,8,2,16g,snappy,116k,92k,94k,40m,0.2,0.6,8m,org.apache.spark.serializer.JavaSerializer,80k,0.8,150,8,0.1,312m,0.4
