Type,Date,Time,Input_data_size,Duration(s),Throughput(bytes/s),Throughput/node,spark.broadcast.blockSize,spark.default.parallelism,spark.driver.cores,spark.driver.memory,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.io.compression.codec,spark.io.compression.lz4.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.memory.fraction,spark.memory.storageFraction,spark.reducer.maxSizeInFlight,spark.serializer,spark.shuffle.file.buffer,spark.shuffle.memoryFraction,spark.shuffle.sort.bypassMergeThreshold,spark.sql.shuffle.partitions,spark.storage.memoryFraction,spark.storage.memoryMapThreshold,spark.storage.unrollFraction
ScalaSparkPagerank,2023-04-18,18:22:18,531470496,321.063,1655346,827673,110m,16,3,14g,8,2,16g,snappy,110k,34k,86k,68m,0.1,0.8,102m,org.apache.spark.serializer.KryoSerializer,26k,0.3,250,8,0.5,374m,0.9
ScalaSparkPagerank,2023-04-18,18:36:17,531470496,208.568,2548188,1274094,76m,12,8,15g,8,2,16g,snappy,102k,38k,102k,88m,0.9,0.7,126m,org.apache.spark.serializer.KryoSerializer,38k,0.9,250,8,0.7,436m,0.1
ScalaSparkPagerank,2023-04-18,18:49:55,531470496,171.213,3104148,1552074,68m,16,2,7g,8,2,16g,lz4,16k,64k,106k,44m,0.7,0.7,112m,org.apache.spark.serializer.JavaSerializer,70k,0.7,400,8,0.8,120m,0.4
ScalaSparkPagerank,2023-04-18,19:05:02,531470496,200.087,2656197,1328098,120m,12,4,4g,2,8,4g,lzf,36k,16k,86k,4m,0.5,0.1,128m,org.apache.spark.serializer.KryoSerializer,128k,0.5,700,8,0.5,228m,0.1
ScalaSparkPagerank,2023-04-18,19:25:37,531470496,231.128,2299463,1149731,102m,10,3,9g,8,2,16g,snappy,110k,114k,16k,80m,0.2,0.1,80m,org.apache.spark.serializer.JavaSerializer,126k,0.6,350,8,0.2,208m,0.7
ScalaSparkPagerank,2023-04-18,19:39:20,531470496,170.517,3116818,1558409,100m,12,8,14g,2,8,4g,snappy,50k,34k,26k,48m,0.6,0.2,36m,org.apache.spark.serializer.JavaSerializer,120k,0.7,150,8,0.2,36m,0.5
ScalaSparkPagerank,2023-04-18,20:25:14,531470496,225.778,2353951,1176975,62m,14,4,6g,2,8,4g,lzf,98k,70k,14k,20m,0.1,0.3,98m,org.apache.spark.serializer.JavaSerializer,116k,0.8,300,8,0.7,228m,0.6
ScalaSparkPagerank,2023-04-18,20:38:36,531470496,157.659,3371012,1685506,52m,12,7,10g,8,2,16g,lz4,18k,54k,40k,84m,0.7,0.4,58m,org.apache.spark.serializer.KryoSerializer,64k,0.2,750,8,0.8,364m,0.9
ScalaSparkPagerank,2023-04-18,21:03:11,531470496,215.525,2465934,1232967,52m,16,7,12g,8,2,16g,lz4,16k,20k,12k,32m,0.1,0.1,4m,org.apache.spark.serializer.JavaSerializer,96k,0.1,500,8,0.2,404m,0.8
ScalaSparkPagerank,2023-04-18,21:19:14,531470496,162.062,3279426,1639713,112m,12,8,8g,4,4,8g,lzf,66k,128k,96k,116m,0.3,0.3,52m,org.apache.spark.serializer.JavaSerializer,20k,0.7,450,8,0.5,242m,0.7
ScalaSparkPagerank,2023-04-18,21:55:34,531470496,1506.752,352725,176362,92m,2,5,13g,2,8,4g,lzf,44k,4k,44k,112m,0.9,0.9,36m,org.apache.spark.serializer.JavaSerializer,86k,0.1,450,8,0.3,428m,0.1
ScalaSparkPagerank,2023-04-18,22:09:27,531470496,164.014,3240397,1620198,44m,16,3,10g,2,8,4g,lz4,104k,46k,2k,92m,0.9,0.8,96m,org.apache.spark.serializer.JavaSerializer,104k,0.9,450,8,0.4,380m,0.9
ScalaSparkPagerank,2023-04-18,22:50:16,531470496,279.997,1898129,949064,52m,4,6,6g,4,4,8g,lzf,102k,30k,18k,44m,0.1,0.1,104m,org.apache.spark.serializer.JavaSerializer,84k,0.7,700,8,0.8,312m,0.3
ScalaSparkPagerank,2023-04-18,23:07:31,531470496,352.534,1507572,753786,112m,2,1,10g,4,4,8g,snappy,40k,100k,40k,12m,0.4,0.9,56m,org.apache.spark.serializer.KryoSerializer,50k,0.6,50,8,0.2,416m,0.7
ScalaSparkPagerank,2023-04-18,23:24:36,531470496,354.409,1499596,749798,98m,2,8,9g,2,8,4g,lz4,88k,120k,80k,12m,0.6,0.1,68m,org.apache.spark.serializer.KryoSerializer,104k,0.7,250,8,0.7,84m,0.1
ScalaSparkPagerank,2023-04-18,23:38:08,531470496,165.667,3208064,1604032,98m,14,2,11g,4,4,8g,snappy,6k,46k,116k,124m,0.8,0.9,72m,org.apache.spark.serializer.JavaSerializer,78k,0.7,800,8,0.3,190m,0.5
ScalaSparkPagerank,2023-04-18,23:58:40,531470496,231.356,2297197,1148598,94m,6,4,15g,8,2,16g,lzf,102k,22k,64k,84m,0.2,0.7,78m,org.apache.spark.serializer.JavaSerializer,52k,0.1,250,8,0.2,496m,0.7
ScalaSparkPagerank,2023-04-19,00:16:25,531470496,266.891,1991339,995669,100m,4,8,13g,2,8,4g,lzf,120k,118k,124k,80m,0.3,0.1,40m,org.apache.spark.serializer.JavaSerializer,36k,0.8,800,8,0.2,182m,0.8
ScalaSparkPagerank,2023-04-19,00:30:15,531470496,170.203,3122568,1561284,28m,8,3,6g,8,2,16g,lz4,2k,64k,54k,120m,0.9,0.7,44m,org.apache.spark.serializer.KryoSerializer,6k,0.1,750,8,0.3,424m,0.7
ScalaSparkPagerank,2023-04-19,00:45:24,531470496,204.03,2604864,1302432,116m,8,4,8g,4,4,8g,snappy,112k,66k,16k,128m,0.4,0.7,54m,org.apache.spark.serializer.KryoSerializer,2k,0.8,800,8,0.1,300m,0.9
ScalaSparkPagerank,2023-04-19,00:59:34,531470496,182.524,2911784,1455892,54m,12,7,11g,8,2,16g,lzf,52k,106k,18k,32m,0.5,0.1,2m,org.apache.spark.serializer.JavaSerializer,94k,0.2,750,8,0.7,440m,0.3
ScalaSparkPagerank,2023-04-19,01:13:16,531470496,154.89,3431277,1715638,10m,16,2,15g,4,4,8g,lz4,72k,20k,118k,72m,0.8,0.3,2m,org.apache.spark.serializer.JavaSerializer,118k,0.8,650,8,0.3,366m,0.3
ScalaSparkPagerank,2023-04-19,01:26:57,531470496,173.266,3067367,1533683,28m,10,4,14g,8,2,16g,lzf,100k,44k,88k,48m,0.6,0.2,116m,org.apache.spark.serializer.JavaSerializer,22k,0.9,800,8,0.6,374m,0.1
ScalaSparkPagerank,2023-04-19,01:41:15,531470496,186.673,2847066,1423533,42m,4,8,6g,4,4,8g,snappy,58k,46k,18k,60m,0.5,0.1,56m,org.apache.spark.serializer.JavaSerializer,50k,0.2,350,8,0.8,438m,0.9
ScalaSparkPagerank,2023-04-19,01:56:11,531470496,201.498,2637596,1318798,102m,12,5,13g,2,8,4g,snappy,90k,126k,18k,32m,0.8,0.1,22m,org.apache.spark.serializer.KryoSerializer,72k,0.7,700,8,0.3,30m,0.1
ScalaSparkPagerank,2023-04-19,02:45:56,531470496,304.857,1743343,871671,118m,6,1,13g,2,8,4g,lz4,46k,72k,52k,112m,0.2,0.9,86m,org.apache.spark.serializer.KryoSerializer,108k,0.9,400,8,0.7,470m,0.6
ScalaSparkPagerank,2023-04-19,03:04:31,531470496,381.933,1391528,695764,98m,2,7,4g,2,8,4g,lz4,36k,100k,104k,52m,0.5,0.9,98m,org.apache.spark.serializer.KryoSerializer,32k,0.3,450,8,0.2,232m,0.8
ScalaSparkPagerank,2023-04-19,03:18:16,531470496,163.034,3259875,1629937,80m,8,2,13g,8,2,16g,lz4,120k,22k,60k,40m,0.5,0.8,90m,org.apache.spark.serializer.KryoSerializer,122k,0.1,500,8,0.5,298m,0.3
ScalaSparkPagerank,2023-04-19,03:36:08,531470496,210.977,2519092,1259546,76m,8,5,16g,8,2,16g,snappy,22k,44k,90k,16m,0.3,0.9,14m,org.apache.spark.serializer.KryoSerializer,118k,0.9,600,8,0.6,256m,0.5
ScalaSparkPagerank,2023-04-19,03:54:59,531470496,204.761,2595565,1297782,18m,16,2,15g,4,4,8g,snappy,16k,34k,54k,84m,0.2,0.7,64m,org.apache.spark.serializer.JavaSerializer,22k,0.5,750,8,0.3,312m,0.9
ScalaSparkPagerank,2023-04-19,04:52:11,531470496,270.911,1961790,980895,6m,4,4,8g,4,4,8g,snappy,118k,106k,66k,76m,0.1,0.5,44m,org.apache.spark.serializer.JavaSerializer,50k,0.3,600,8,0.7,486m,0.4
ScalaSparkPagerank,2023-04-19,05:06:23,531470496,176.114,3017764,1508882,124m,4,6,12g,4,4,8g,lz4,16k,6k,34k,32m,0.4,0.1,116m,org.apache.spark.serializer.KryoSerializer,104k,0.6,150,8,0.7,194m,0.4
ScalaSparkPagerank,2023-04-19,05:20:34,531470496,160.221,3317108,1658554,36m,10,6,7g,2,8,4g,lz4,58k,64k,10k,4m,0.5,0.5,128m,org.apache.spark.serializer.KryoSerializer,26k,0.8,300,8,0.2,274m,0.2
ScalaSparkPagerank,2023-04-19,05:34:54,531470496,157.102,3382964,1691482,28m,10,8,12g,4,4,8g,lz4,62k,122k,66k,40m,0.4,0.9,46m,org.apache.spark.serializer.JavaSerializer,8k,0.2,700,8,0.5,344m,0.2
ScalaSparkPagerank,2023-04-19,06:24:51,531470496,246.876,2152783,1076391,50m,16,1,5g,2,8,4g,lzf,20k,104k,86k,28m,0.2,0.9,124m,org.apache.spark.serializer.JavaSerializer,64k,0.4,700,8,0.6,168m,0.8
ScalaSparkPagerank,2023-04-19,06:38:57,531470496,171.582,3097472,1548736,108m,6,2,16g,2,8,4g,lz4,52k,70k,78k,96m,0.9,0.5,8m,org.apache.spark.serializer.KryoSerializer,122k,0.6,350,8,0.9,492m,0.7
ScalaSparkPagerank,2023-04-19,06:58:45,531470496,186.585,2848409,1424204,98m,14,1,7g,8,2,16g,lz4,40k,76k,90k,88m,0.2,0.8,34m,org.apache.spark.serializer.KryoSerializer,8k,0.8,150,8,0.7,146m,0.3
ScalaSparkPagerank,2023-04-19,07:25:54,531470496,346.181,1535238,767619,122m,8,2,7g,8,2,16g,snappy,36k,104k,104k,112m,0.1,0.4,16m,org.apache.spark.serializer.KryoSerializer,20k,0.8,300,8,0.3,180m,0.4
ScalaSparkPagerank,2023-04-19,07:45:11,531470496,186.001,2857352,1428676,14m,12,2,9g,8,2,16g,snappy,22k,60k,58k,92m,0.2,0.6,18m,org.apache.spark.serializer.JavaSerializer,42k,0.9,750,8,0.8,174m,0.9
ScalaSparkPagerank,2023-04-19,07:59:06,531470496,181.338,2930828,1465414,66m,4,3,8g,4,4,8g,lzf,6k,22k,38k,76m,0.5,0.5,34m,org.apache.spark.serializer.JavaSerializer,6k,0.9,50,8,0.9,32m,0.3
ScalaSparkPagerank,2023-04-19,08:13:54,531470496,201.883,2632566,1316283,74m,14,5,11g,2,8,4g,lzf,74k,48k,48k,24m,0.6,0.2,88m,org.apache.spark.serializer.KryoSerializer,108k,0.8,400,8,0.1,338m,0.1
ScalaSparkPagerank,2023-04-19,08:50:37,531470496,327.736,1621642,810821,56m,8,5,15g,2,8,4g,lzf,112k,118k,52k,92m,0.2,0.2,58m,org.apache.spark.serializer.JavaSerializer,84k,0.2,650,8,0.2,144m,0.9
ScalaSparkPagerank,2023-04-19,09:05:31,531470496,171.494,3099061,1549530,22m,12,6,4g,8,2,16g,lzf,50k,72k,92k,76m,0.4,0.2,74m,org.apache.spark.serializer.JavaSerializer,68k,0.5,250,8,0.7,184m,0.9
ScalaSparkPagerank,2023-04-19,09:19:35,531470496,174.612,3043722,1521861,54m,12,4,15g,8,2,16g,lzf,46k,96k,54k,52m,0.8,0.9,114m,org.apache.spark.serializer.JavaSerializer,104k,0.6,600,8,0.3,102m,0.5
ScalaSparkPagerank,2023-04-19,09:38:40,531470496,344.687,1541893,770946,76m,16,3,11g,2,8,4g,lzf,30k,82k,120k,128m,0.3,0.9,8m,org.apache.spark.serializer.KryoSerializer,104k,0.8,100,8,0.7,352m,0.8
ScalaSparkPagerank,2023-04-19,09:52:51,531470496,180.375,2946475,1473237,2m,14,3,4g,8,2,16g,snappy,60k,124k,70k,76m,0.5,0.6,6m,org.apache.spark.serializer.JavaSerializer,70k,0.1,550,8,0.1,474m,0.1
ScalaSparkPagerank,2023-04-19,10:20:33,531470496,226.542,2346013,1173006,58m,12,3,10g,8,2,16g,lz4,108k,118k,76k,92m,0.1,0.7,112m,org.apache.spark.serializer.KryoSerializer,88k,0.4,150,8,0.7,264m,0.3
ScalaSparkPagerank,2023-04-19,10:34:56,531470496,213.36,2490956,1245478,84m,10,2,11g,2,8,4g,snappy,10k,96k,56k,80m,0.7,0.6,18m,org.apache.spark.serializer.KryoSerializer,80k,0.3,650,8,0.5,16m,0.6
ScalaSparkPagerank,2023-04-19,10:53:23,531470496,412.085,1289710,644855,2m,2,5,14g,2,8,4g,lzf,104k,24k,116k,100m,0.7,0.3,10m,org.apache.spark.serializer.KryoSerializer,12k,0.9,350,8,0.6,70m,0.9
ScalaSparkPagerank,2023-04-19,11:07:58,531470496,161.257,3295797,1647898,24m,14,4,8g,2,8,4g,lz4,76k,118k,128k,124m,0.5,0.6,38m,org.apache.spark.serializer.KryoSerializer,34k,0.5,100,8,0.5,44m,0.9
ScalaSparkPagerank,2023-04-19,11:24:43,531470496,190.849,2784769,1392384,46m,12,1,11g,2,8,4g,lz4,38k,38k,90k,104m,0.3,0.2,44m,org.apache.spark.serializer.JavaSerializer,74k,0.8,600,8,0.6,180m,0.1
ScalaSparkPagerank,2023-04-19,11:42:20,531470496,187.932,2827993,1413996,78m,6,8,4g,8,2,16g,snappy,108k,96k,46k,116m,0.3,0.9,14m,org.apache.spark.serializer.JavaSerializer,36k,0.1,650,8,0.8,138m,0.4
ScalaSparkPagerank,2023-04-19,11:59:55,531470496,180.086,2951203,1475601,30m,16,5,5g,8,2,16g,lz4,34k,24k,76k,80m,0.3,0.1,12m,org.apache.spark.serializer.JavaSerializer,108k,0.6,550,8,0.7,148m,0.5
ScalaSparkPagerank,2023-04-19,12:39:32,531470496,304.553,1745083,872541,66m,14,2,4g,2,8,4g,lzf,98k,94k,62k,24m,0.1,0.4,110m,org.apache.spark.serializer.KryoSerializer,52k,0.4,650,8,0.5,240m,0.9
ScalaSparkPagerank,2023-04-19,13:37:45,531470496,279.266,1903097,951548,126m,4,1,16g,2,8,4g,lz4,76k,12k,44k,60m,0.2,0.8,4m,org.apache.spark.serializer.KryoSerializer,56k,0.1,350,8,0.9,248m,0.5
ScalaSparkPagerank,2023-04-19,13:52:33,531470496,225.772,2354014,1177007,42m,6,4,7g,8,2,16g,lzf,38k,128k,76k,76m,0.6,0.3,128m,org.apache.spark.serializer.KryoSerializer,44k,0.5,550,8,0.8,26m,0.1
ScalaSparkPagerank,2023-04-19,14:07:17,531470496,188.015,2826745,1413372,10m,4,3,8g,2,8,4g,lz4,42k,56k,40k,104m,0.9,0.6,28m,org.apache.spark.serializer.JavaSerializer,72k,0.2,750,8,0.7,388m,0.2
ScalaSparkPagerank,2023-04-19,14:21:03,531470496,168.41,3155813,1577906,124m,12,8,7g,4,4,8g,lz4,6k,8k,78k,28m,0.6,0.8,42m,org.apache.spark.serializer.JavaSerializer,126k,0.4,250,8,0.8,416m,0.4
ScalaSparkPagerank,2023-04-19,14:42:35,531470496,292.298,1818248,909124,120m,12,2,5g,8,2,16g,lzf,12k,38k,116k,24m,0.2,0.7,44m,org.apache.spark.serializer.KryoSerializer,2k,0.1,650,8,0.5,376m,0.5
ScalaSparkPagerank,2023-04-19,14:58:14,531470496,290.466,1829716,914858,66m,2,1,14g,8,2,16g,snappy,102k,62k,104k,8m,0.9,0.3,124m,org.apache.spark.serializer.KryoSerializer,50k,0.1,750,8,0.1,112m,0.9
ScalaSparkPagerank,2023-04-19,15:12:05,531470496,155.708,3413251,1706625,106m,16,1,11g,4,4,8g,lz4,108k,94k,30k,84m,0.5,0.1,12m,org.apache.spark.serializer.KryoSerializer,82k,0.4,600,8,0.2,4m,0.2
ScalaSparkPagerank,2023-04-19,15:26:43,531470496,198.899,2672062,1336031,76m,16,8,6g,2,8,4g,lzf,4k,126k,104k,20m,0.9,0.2,122m,org.apache.spark.serializer.KryoSerializer,4k,0.1,300,8,0.5,456m,0.1
ScalaSparkPagerank,2023-04-19,15:41:49,531470496,241.783,2198130,1099065,24m,2,8,16g,8,2,16g,lzf,110k,42k,12k,24m,0.9,0.9,72m,org.apache.spark.serializer.JavaSerializer,104k,0.5,400,8,0.6,488m,0.5
ScalaSparkPagerank,2023-04-19,15:55:44,531470496,174.795,3040536,1520268,10m,10,3,9g,8,2,16g,lzf,88k,74k,88k,44m,0.6,0.7,102m,org.apache.spark.serializer.JavaSerializer,18k,0.6,800,8,0.5,272m,0.6
ScalaSparkPagerank,2023-04-19,16:18:44,531470496,379.686,1399763,699881,18m,2,5,9g,8,2,16g,snappy,116k,92k,94k,40m,0.2,0.6,8m,org.apache.spark.serializer.JavaSerializer,80k,0.8,150,8,0.1,312m,0.4
ScalaSparkPagerank,2023-04-19,16:33:13,531470496,234.191,2269389,1134694,38m,2,6,5g,8,2,16g,lzf,74k,48k,36k,128m,0.7,0.8,52m,org.apache.spark.serializer.JavaSerializer,90k,0.5,300,8,0.7,18m,0.1
