Type,Date,Time,Input_data_size,Duration(s),Throughput(bytes/s),Throughput/node,spark.broadcast.blockSize,spark.default.parallelism,spark.driver.cores,spark.driver.memory,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.io.compression.codec,spark.io.compression.lz4.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.memory.fraction,spark.memory.storageFraction,spark.reducer.maxSizeInFlight,spark.serializer,spark.shuffle.file.buffer,spark.shuffle.memoryFraction,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryFraction,spark.storage.memoryMapThreshold,spark.storage.unrollFraction
ScalaSparkKmeans,2023-04-05,09:19:03,4016371651,71.364,56280080,28140040,120m,14,7,10g,8,2,16g,lz4,52k,20k,122k,4m,0.6,0.5,62m,org.apache.spark.serializer.KryoSerializer,20k,0.7,600,0.3,290m,0.8
ScalaSparkKmeans,2023-04-05,09:26:21,4016371651,81.808,49095096,24547548,14m,6,7,15g,4,4,8g,lz4,128k,78k,88k,48m,0.4,0.5,26m,org.apache.spark.serializer.JavaSerializer,66k,0.2,350,0.6,54m,0.6
ScalaSparkKmeans,2023-04-05,09:39:51,4016371651,88.498,45383756,22691878,6m,6,5,6g,2,8,4g,snappy,10k,118k,114k,72m,0.6,0.1,98m,org.apache.spark.serializer.KryoSerializer,46k,0.4,100,0.1,58m,0.2
ScalaSparkKmeans,2023-04-05,09:48:11,4016371651,104.146,38564819,19282409,8m,16,2,11g,2,8,4g,lzf,124k,106k,116k,68m,0.2,0.6,36m,org.apache.spark.serializer.KryoSerializer,110k,0.4,400,0.4,464m,0.1
ScalaSparkKmeans,2023-04-05,09:56:31,4016371651,87.09,46117483,23058741,110m,8,7,9g,4,4,8g,lzf,40k,96k,94k,96m,0.4,0.7,122m,org.apache.spark.serializer.KryoSerializer,64k,0.6,450,0.2,282m,0.1
ScalaSparkKmeans,2023-04-05,10:04:39,4016371651,89.662,44794580,22397290,112m,2,1,10g,2,8,4g,snappy,66k,82k,50k,124m,0.4,0.6,16m,org.apache.spark.serializer.KryoSerializer,76k,0.1,300,0.8,126m,0.8
ScalaSparkKmeans,2023-04-05,10:13:33,4016371651,74.558,53869090,26934545,42m,14,7,14g,8,2,16g,snappy,100k,12k,92k,60m,0.6,0.9,86m,org.apache.spark.serializer.KryoSerializer,16k,0.3,150,0.7,252m,0.3
ScalaSparkKmeans,2023-04-05,10:22:57,4016371651,171.467,23423583,11711791,22m,16,5,13g,2,8,4g,lzf,84k,104k,54k,124m,0.1,0.1,34m,org.apache.spark.serializer.KryoSerializer,8k,0.5,150,0.3,366m,0.1
ScalaSparkKmeans,2023-04-05,10:36:10,4016371651,191.511,20972015,10486007,82m,10,6,5g,4,4,8g,lzf,108k,34k,10k,68m,0.1,0.6,42m,org.apache.spark.serializer.JavaSerializer,82k,0.6,350,0.8,404m,0.6
ScalaSparkKmeans,2023-04-05,10:46:31,4016371651,85.114,47188143,23594071,74m,8,2,6g,8,2,16g,lz4,80k,36k,56k,124m,0.4,0.4,36m,org.apache.spark.serializer.KryoSerializer,112k,0.6,800,0.9,220m,0.5
ScalaSparkKmeans,2023-04-05,10:53:35,4016371651,74.284,54067789,27033894,74m,10,5,11g,8,2,16g,lz4,116k,80k,20k,12m,0.2,0.8,50m,org.apache.spark.serializer.JavaSerializer,118k,0.7,250,0.1,70m,0.9
ScalaSparkKmeans,2023-04-05,11:03:44,4016371651,180.025,22310077,11155038,74m,10,1,13g,8,2,16g,lz4,60k,34k,112k,80m,0.1,0.9,10m,org.apache.spark.serializer.KryoSerializer,88k,0.8,400,0.4,150m,0.6
ScalaSparkKmeans,2023-04-05,11:14:33,4016371651,178.82,22460416,11230208,44m,16,6,14g,8,2,16g,lz4,38k,14k,116k,64m,0.1,0.5,88m,org.apache.spark.serializer.JavaSerializer,30k,0.6,450,0.2,48m,0.8
ScalaSparkKmeans,2023-04-05,11:23:33,4016371651,71.668,56041352,28020676,128m,16,6,16g,8,2,16g,lz4,12k,78k,46k,72m,0.9,0.3,4m,org.apache.spark.serializer.KryoSerializer,14k,0.8,650,0.5,110m,0.4
ScalaSparkKmeans,2023-04-05,11:30:44,4016371651,78.151,51392453,25696226,114m,14,1,11g,4,4,8g,lzf,74k,84k,22k,112m,0.2,0.1,100m,org.apache.spark.serializer.JavaSerializer,2k,0.9,400,0.4,194m,0.3
ScalaSparkKmeans,2023-04-05,11:39:27,4016371651,85.038,47230316,23615158,86m,16,3,8g,2,8,4g,lzf,38k,34k,92k,104m,0.9,0.9,34m,org.apache.spark.serializer.JavaSerializer,110k,0.2,650,0.1,322m,0.5
ScalaSparkKmeans,2023-04-05,11:48:49,4016371651,125.044,32119667,16059833,80m,6,8,13g,2,8,4g,lzf,16k,52k,4k,124m,0.2,0.3,128m,org.apache.spark.serializer.KryoSerializer,46k,0.1,100,0.9,306m,0.5
ScalaSparkKmeans,2023-04-05,11:57:21,4016371651,83.837,47906910,23953455,78m,2,3,14g,4,4,8g,lz4,30k,126k,104k,48m,0.6,0.3,58m,org.apache.spark.serializer.KryoSerializer,90k,0.2,800,0.8,102m,0.4
ScalaSparkKmeans,2023-04-05,12:05:39,4016371651,98.267,40872028,20436014,120m,6,7,12g,2,8,4g,snappy,110k,76k,96k,48m,0.8,0.5,70m,org.apache.spark.serializer.JavaSerializer,98k,0.9,200,0.2,466m,0.8
