Type,Date,Time,Input_data_size,Duration(s),Throughput(bytes/s),Throughput/node,spark.broadcast.blockSize,spark.default.parallelism,spark.driver.cores,spark.driver.memory,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.io.compression.codec,spark.io.compression.lz4.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.memory.fraction,spark.memory.storageFraction,spark.reducer.maxSizeInFlight,spark.serializer,spark.shuffle.file.buffer,spark.shuffle.memoryFraction,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryFraction,spark.storage.memoryMapThreshold,spark.storage.unrollFraction
ScalaSparkTerasort,2023-04-05,09:17:48,3200000000,70.604,45323211,22661605,120m,14,7,10g,8,2,16g,lz4,52k,20k,122k,4m,0.6,0.5,62m,org.apache.spark.serializer.KryoSerializer,20k,0.7,600,0.3,290m,0.8
ScalaSparkTerasort,2023-04-05,09:24:54,3200000000,69.734,45888662,22944331,14m,6,7,15g,4,4,8g,lz4,128k,78k,88k,48m,0.4,0.5,26m,org.apache.spark.serializer.JavaSerializer,66k,0.2,350,0.6,54m,0.6
ScalaSparkTerasort,2023-04-05,09:32:11,3200000000,70.394,45458419,22729209,8m,12,5,4g,4,4,8g,lzf,70k,32k,114k,116m,0.8,0.3,110m,org.apache.spark.serializer.KryoSerializer,22k,0.3,500,0.1,40m,0.1
ScalaSparkTerasort,2023-04-05,09:38:18,3200000000,73.542,43512550,21756275,6m,6,5,6g,2,8,4g,snappy,10k,118k,114k,72m,0.6,0.1,98m,org.apache.spark.serializer.KryoSerializer,46k,0.4,100,0.1,58m,0.2
ScalaSparkTerasort,2023-04-05,09:46:22,3200000000,86.048,37188545,18594272,8m,16,2,11g,2,8,4g,lzf,124k,106k,116k,68m,0.2,0.6,36m,org.apache.spark.serializer.KryoSerializer,110k,0.4,400,0.4,464m,0.1
ScalaSparkTerasort,2023-04-05,09:54:59,3200000000,80.719,39643702,19821851,110m,8,7,9g,4,4,8g,lzf,40k,96k,94k,96m,0.4,0.7,122m,org.apache.spark.serializer.KryoSerializer,64k,0.6,450,0.2,282m,0.1
ScalaSparkTerasort,2023-04-05,10:03:04,3200000000,88.995,35957076,17978538,112m,2,1,10g,2,8,4g,snappy,66k,82k,50k,124m,0.4,0.6,16m,org.apache.spark.serializer.KryoSerializer,76k,0.1,300,0.8,126m,0.8
ScalaSparkTerasort,2023-04-05,10:12:14,3200000000,72.474,44153765,22076882,42m,14,7,14g,8,2,16g,snappy,100k,12k,92k,60m,0.6,0.9,86m,org.apache.spark.serializer.KryoSerializer,16k,0.3,150,0.7,252m,0.3
ScalaSparkTerasort,2023-04-05,10:20:01,3200000000,74.653,42864988,21432494,22m,16,5,13g,2,8,4g,lzf,84k,104k,54k,124m,0.1,0.1,34m,org.apache.spark.serializer.KryoSerializer,8k,0.5,150,0.3,366m,0.1
ScalaSparkTerasort,2023-04-05,10:32:54,3200000000,82.559,38760159,19380079,82m,10,6,5g,4,4,8g,lzf,108k,34k,10k,68m,0.1,0.6,42m,org.apache.spark.serializer.JavaSerializer,82k,0.6,350,0.8,404m,0.6
ScalaSparkTerasort,2023-04-05,10:45:01,3200000000,84.014,38088889,19044444,74m,8,2,6g,8,2,16g,lz4,80k,36k,56k,124m,0.4,0.4,36m,org.apache.spark.serializer.KryoSerializer,112k,0.6,800,0.9,220m,0.5
ScalaSparkTerasort,2023-04-05,10:52:16,3200000000,80.403,39799509,19899754,74m,10,5,11g,8,2,16g,lz4,116k,80k,20k,12m,0.2,0.8,50m,org.apache.spark.serializer.JavaSerializer,118k,0.7,250,0.1,70m,0.9
ScalaSparkTerasort,2023-04-05,11:00:38,3200000000,68.565,46671042,23335521,74m,10,1,13g,8,2,16g,lz4,60k,34k,112k,80m,0.1,0.9,10m,org.apache.spark.serializer.KryoSerializer,88k,0.8,400,0.4,150m,0.6
ScalaSparkTerasort,2023-04-05,11:11:30,3200000000,76.886,41620060,20810030,44m,16,6,14g,8,2,16g,lz4,38k,14k,116k,64m,0.1,0.5,88m,org.apache.spark.serializer.JavaSerializer,30k,0.6,450,0.2,48m,0.8
ScalaSparkTerasort,2023-04-05,11:22:17,3200000000,80.752,39627501,19813750,128m,16,6,16g,8,2,16g,lz4,12k,78k,46k,72m,0.9,0.3,4m,org.apache.spark.serializer.KryoSerializer,14k,0.8,650,0.5,110m,0.4
ScalaSparkTerasort,2023-04-05,11:29:22,3200000000,77.601,41236582,20618291,114m,14,1,11g,4,4,8g,lzf,74k,84k,22k,112m,0.2,0.1,100m,org.apache.spark.serializer.JavaSerializer,2k,0.9,400,0.4,194m,0.3
ScalaSparkTerasort,2023-04-05,11:37:57,3200000000,84.155,38025072,19012536,86m,16,3,8g,2,8,4g,lzf,38k,34k,92k,104m,0.9,0.9,34m,org.apache.spark.serializer.JavaSerializer,110k,0.2,650,0.1,322m,0.5
ScalaSparkTerasort,2023-04-05,11:46:39,3200000000,92.902,34444898,17222449,80m,6,8,13g,2,8,4g,lzf,16k,52k,4k,124m,0.2,0.3,128m,org.apache.spark.serializer.KryoSerializer,46k,0.1,100,0.9,306m,0.5
ScalaSparkTerasort,2023-04-05,11:55:52,3200000000,81.884,39079673,19539836,78m,2,3,14g,4,4,8g,lz4,30k,126k,104k,48m,0.6,0.3,58m,org.apache.spark.serializer.KryoSerializer,90k,0.2,800,0.8,102m,0.4
ScalaSparkTerasort,2023-04-05,12:03:56,3200000000,76.421,41873307,20936653,120m,6,7,12g,2,8,4g,snappy,110k,76k,96k,48m,0.8,0.5,70m,org.apache.spark.serializer.JavaSerializer,98k,0.9,200,0.2,466m,0.8
ScalaSparkTerasort,2023-04-05,12:11:59,3200000000,73.559,43502494,21751247,62m,14,6,7g,4,4,8g,lzf,106k,114k,40k,128m,0.7,0.3,52m,org.apache.spark.serializer.JavaSerializer,124k,0.7,150,0.7,52m,0.9
ScalaSparkTerasort,2023-04-05,12:19:44,3200000000,76.394,41888106,20944053,90m,14,1,13g,2,8,4g,snappy,42k,94k,28k,120m,0.6,0.4,114m,org.apache.spark.serializer.KryoSerializer,8k,0.1,400,0.4,16m,0.3
ScalaSparkTerasort,2023-04-05,12:28:07,3200000000,72.005,44441358,22220679,2m,4,8,9g,4,4,8g,lz4,128k,120k,2k,76m,0.2,0.7,28m,org.apache.spark.serializer.KryoSerializer,80k,0.7,150,0.3,88m,0.6
