Type,Date,Time,Input_data_size,Duration(s),Throughput(bytes/s),Throughput/node,spark.broadcast.blockSize,spark.default.parallelism,spark.driver.cores,spark.driver.memory,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.io.compression.codec,spark.io.compression.lz4.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.memory.fraction,spark.memory.storageFraction,spark.reducer.maxSizeInFlight,spark.serializer,spark.shuffle.file.buffer,spark.shuffle.memoryFraction,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryFraction,spark.storage.memoryMapThreshold,spark.storage.unrollFraction
ScalaSparkWordcount,2023-04-20,02:56:18,16424630786,129.6,126733262,63366631,126m,4,1,16g,2,8,4g,snappy,115k,18k,120k,57m,0.57,0.32,121m,org.apache.spark.serializer.KryoSerializer,73k,0.15,756,0.11,388m,0.18
ScalaSparkWordcount,2023-04-20,03:15:42,16424630786,120.662,136120989,68060494,106m,7,1,16g,8,2,16g,lzf,56k,14k,48k,108m,0.1,0.17,38m,org.apache.spark.serializer.JavaSerializer,14k,0.9,124,0.86,303m,0.79
ScalaSparkWordcount,2023-04-20,03:26:48,16424630786,117.693,139554865,69777432,127m,11,1,16g,4,4,8g,lzf,96k,128k,114k,81m,0.41,0.62,41m,org.apache.spark.serializer.KryoSerializer,75k,0.35,419,0.14,468m,0.82
ScalaSparkWordcount,2023-04-20,03:38:47,16424630786,129.776,126561388,63280694,15m,2,1,16g,2,8,4g,lz4,58k,49k,59k,116m,0.79,0.17,96m,org.apache.spark.serializer.KryoSerializer,68k,0.69,279,0.59,150m,0.56
ScalaSparkWordcount,2023-04-20,03:49:16,16424630786,116.936,140458291,70229145,82m,15,1,16g,4,4,8g,lzf,18k,36k,126k,29m,0.4,0.85,24m,org.apache.spark.serializer.JavaSerializer,98k,0.4,231,0.55,123m,0.46
ScalaSparkWordcount,2023-04-20,04:01:49,16424630786,129.884,126456151,63228075,15m,6,1,16g,2,8,4g,snappy,92k,83k,37k,104m,0.36,0.19,127m,org.apache.spark.serializer.JavaSerializer,2k,0.15,641,0.46,299m,0.37
ScalaSparkWordcount,2023-04-20,04:20:26,16424630786,118.597,138491115,69245557,63m,15,1,16g,8,2,16g,lzf,50k,7k,128k,13m,0.12,0.85,85m,org.apache.spark.serializer.KryoSerializer,17k,0.23,96,0.56,383m,0.67
ScalaSparkWordcount,2023-04-20,04:34:40,16424630786,125.875,130483660,65241830,96m,16,1,16g,2,8,4g,snappy,127k,48k,21k,9m,0.37,0.44,30m,org.apache.spark.serializer.KryoSerializer,99k,0.2,139,0.31,268m,0.67
ScalaSparkWordcount,2023-04-20,04:45:37,16424630786,133.14,123363608,61681804,75m,9,1,16g,2,8,4g,lz4,94k,8k,55k,26m,0.57,0.13,102m,org.apache.spark.serializer.KryoSerializer,20k,0.88,758,0.51,60m,0.5
ScalaSparkWordcount,2023-04-20,04:56:25,16424630786,117.528,139750789,69875394,67m,3,1,16g,8,2,16g,lz4,83k,126k,99k,65m,0.46,0.38,42m,org.apache.spark.serializer.KryoSerializer,79k,0.81,333,0.33,305m,0.13
ScalaSparkWordcount,2023-04-20,05:07:16,16424630786,129.599,126734240,63367120,111m,16,1,16g,2,8,4g,snappy,25k,27k,27k,99m,0.64,0.61,109m,org.apache.spark.serializer.JavaSerializer,89k,0.89,310,0.72,369m,0.5
ScalaSparkWordcount,2023-04-20,05:18:42,16424630786,108.914,150803668,75401834,92m,3,1,16g,8,2,16g,lzf,109k,79k,65k,62m,0.57,0.62,88m,org.apache.spark.serializer.KryoSerializer,6k,0.16,355,0.5,44m,0.14
ScalaSparkWordcount,2023-04-20,05:37:14,16424630786,116.183,141368623,70684311,58m,15,1,16g,8,2,16g,lzf,117k,75k,84k,99m,0.12,0.65,108m,org.apache.spark.serializer.JavaSerializer,99k,0.41,131,0.42,336m,0.52
ScalaSparkWordcount,2023-04-20,05:48:01,16424630786,119.067,137944441,68972220,121m,14,1,16g,2,8,4g,lz4,38k,119k,103k,53m,0.54,0.68,38m,org.apache.spark.serializer.KryoSerializer,102k,0.68,414,0.11,462m,0.11
ScalaSparkWordcount,2023-04-20,06:07:16,16424630786,112.456,146053841,73026920,34m,2,1,16g,8,2,16g,lzf,93k,95k,27k,5m,0.14,0.55,48m,org.apache.spark.serializer.JavaSerializer,128k,0.62,546,0.38,155m,0.77
ScalaSparkWordcount,2023-04-20,06:17:55,16424630786,118.84,138207933,69103966,111m,16,1,16g,8,2,16g,snappy,105k,95k,63k,54m,0.78,0.34,30m,org.apache.spark.serializer.JavaSerializer,31k,0.76,79,0.75,67m,0.3
ScalaSparkWordcount,2023-04-20,06:33:53,16424630786,118.352,138777805,69388902,41m,2,1,16g,8,2,16g,lz4,33k,32k,91k,66m,0.21,0.72,33m,org.apache.spark.serializer.JavaSerializer,123k,0.35,760,0.52,23m,0.19
ScalaSparkWordcount,2023-04-20,06:44:52,16424630786,125.019,131377076,65688538,107m,16,1,16g,2,8,4g,snappy,74k,90k,81k,25m,0.79,0.84,100m,org.apache.spark.serializer.KryoSerializer,40k,0.6,777,0.12,464m,0.8
ScalaSparkWordcount,2023-04-20,06:56:34,16424630786,120.451,136359438,68179719,65m,13,1,16g,8,2,16g,lzf,33k,9k,49k,118m,0.4,0.27,63m,org.apache.spark.serializer.KryoSerializer,86k,0.47,741,0.2,166m,0.15
ScalaSparkWordcount,2023-04-20,07:07:38,16424630786,131.729,124685003,62342501,77m,12,1,16g,2,8,4g,lzf,96k,17k,13k,41m,0.79,0.13,47m,org.apache.spark.serializer.JavaSerializer,98k,0.53,312,0.22,73m,0.87
ScalaSparkWordcount,2023-04-20,07:19:35,16424630786,119.397,137563178,68781589,106m,5,1,16g,8,2,16g,lz4,60k,109k,125k,52m,0.35,0.44,69m,org.apache.spark.serializer.JavaSerializer,118k,0.69,307,0.21,266m,0.35
ScalaSparkWordcount,2023-04-20,07:31:10,16424630786,122.248,134355006,67177503,16m,2,1,16g,4,4,8g,lzf,117k,14k,110k,82m,0.38,0.87,98m,org.apache.spark.serializer.JavaSerializer,18k,0.78,162,0.61,117m,0.2
ScalaSparkWordcount,2023-04-20,07:42:23,16424630786,118.195,138962145,69481072,9m,4,1,16g,4,4,8g,snappy,65k,82k,121k,11m,0.71,0.56,23m,org.apache.spark.serializer.KryoSerializer,7k,0.68,105,0.55,458m,0.38
ScalaSparkWordcount,2023-04-20,07:53:47,16424630786,129.178,127147275,63573637,17m,8,1,16g,2,8,4g,lz4,75k,79k,7k,52m,0.75,0.31,99m,org.apache.spark.serializer.KryoSerializer,66k,0.14,450,0.79,362m,0.77
ScalaSparkWordcount,2023-04-20,08:04:54,16424630786,122.977,133558557,66779278,90m,5,1,16g,4,4,8g,lzf,54k,28k,48k,107m,0.66,0.69,64m,org.apache.spark.serializer.KryoSerializer,62k,0.29,300,0.66,327m,0.74
ScalaSparkWordcount,2023-04-20,08:15:18,16424630786,121.089,135640981,67820490,19m,11,1,16g,8,2,16g,lz4,20k,12k,47k,9m,0.66,0.75,92m,org.apache.spark.serializer.JavaSerializer,40k,0.3,171,0.53,351m,0.54
ScalaSparkWordcount,2023-04-20,08:25:47,16424630786,119.378,137585072,68792536,33m,13,1,16g,4,4,8g,snappy,107k,42k,89k,123m,0.54,0.63,113m,org.apache.spark.serializer.JavaSerializer,43k,0.64,191,0.55,263m,0.11
ScalaSparkWordcount,2023-04-20,08:36:38,16424630786,117.399,139904350,69952175,41m,13,1,16g,4,4,8g,lz4,11k,14k,48k,111m,0.47,0.52,5m,org.apache.spark.serializer.JavaSerializer,79k,0.52,313,0.78,298m,0.52
ScalaSparkWordcount,2023-04-20,08:48:08,16424630786,122.151,134461697,67230848,21m,6,1,16g,4,4,8g,snappy,103k,97k,78k,10m,0.44,0.51,7m,org.apache.spark.serializer.KryoSerializer,122k,0.84,262,0.61,498m,0.39
ScalaSparkWordcount,2023-04-20,08:59:12,16424630786,121.949,134684423,67342211,16m,3,1,16g,4,4,8g,lz4,15k,108k,92k,104m,0.56,0.21,97m,org.apache.spark.serializer.JavaSerializer,101k,0.41,473,0.37,88m,0.23
ScalaSparkWordcount,2023-04-20,09:12:14,16424630786,112.671,145775139,72887569,124m,14,1,16g,8,2,16g,lzf,85k,120k,94k,32m,0.3,0.37,56m,org.apache.spark.serializer.JavaSerializer,69k,0.54,357,0.89,356m,0.87
ScalaSparkWordcount,2023-04-20,09:23:35,16424630786,118.965,138062714,69031357,36m,11,1,16g,4,4,8g,snappy,112k,83k,39k,9m,0.39,0.64,70m,org.apache.spark.serializer.KryoSerializer,11k,0.43,167,0.19,203m,0.23
ScalaSparkWordcount,2023-04-20,09:34:37,16424630786,133.588,122949896,61474948,14m,13,1,16g,2,8,4g,lz4,79k,116k,72k,71m,0.6,0.84,57m,org.apache.spark.serializer.KryoSerializer,123k,0.38,697,0.54,83m,0.9
ScalaSparkWordcount,2023-04-20,09:50:25,16424630786,116.718,140720632,70360316,123m,5,1,16g,8,2,16g,lzf,35k,100k,7k,78m,0.22,0.83,64m,org.apache.spark.serializer.JavaSerializer,93k,0.57,309,0.54,409m,0.23
ScalaSparkWordcount,2023-04-20,10:01:05,16424630786,106.819,153761323,76880661,85m,12,1,16g,8,2,16g,lzf,45k,95k,80k,22m,0.8,0.2,22m,org.apache.spark.serializer.JavaSerializer,24k,0.23,240,0.53,95m,0.82
ScalaSparkWordcount,2023-04-20,10:11:20,16424630786,109.56,149914483,74957241,68m,8,1,16g,8,2,16g,lz4,83k,117k,61k,56m,0.62,0.51,90m,org.apache.spark.serializer.JavaSerializer,8k,0.62,192,0.15,253m,0.79
ScalaSparkWordcount,2023-04-20,10:22:45,16424630786,133.472,123056751,61528375,29m,12,1,16g,2,8,4g,snappy,71k,67k,96k,49m,0.58,0.48,68m,org.apache.spark.serializer.JavaSerializer,23k,0.71,643,0.19,192m,0.62
ScalaSparkWordcount,2023-04-20,10:37:59,16424630786,117.709,139535896,69767948,81m,2,1,16g,8,2,16g,lz4,102k,40k,37k,48m,0.24,0.89,115m,org.apache.spark.serializer.KryoSerializer,64k,0.82,283,0.74,153m,0.44
ScalaSparkWordcount,2023-04-20,10:49:03,16424630786,115.176,142604629,71302314,50m,3,1,16g,8,2,16g,lzf,46k,30k,123k,100m,0.72,0.43,25m,org.apache.spark.serializer.JavaSerializer,111k,0.31,698,0.9,486m,0.11
ScalaSparkWordcount,2023-04-20,11:01:52,16424630786,130.625,125738800,62869400,25m,14,1,16g,2,8,4g,lz4,17k,34k,84k,115m,0.33,0.27,34m,org.apache.spark.serializer.KryoSerializer,76k,0.67,501,0.48,474m,0.88
ScalaSparkWordcount,2023-04-20,11:13:09,16424630786,130.466,125892039,62946019,83m,5,1,16g,2,8,4g,lz4,81k,89k,15k,35m,0.67,0.56,40m,org.apache.spark.serializer.KryoSerializer,98k,0.27,293,0.71,112m,0.19
ScalaSparkWordcount,2023-04-20,11:29:17,16424630786,118.326,138808298,69404149,79m,5,1,16g,8,2,16g,lzf,111k,2k,128k,111m,0.21,0.59,73m,org.apache.spark.serializer.KryoSerializer,7k,0.56,118,0.59,152m,0.47
ScalaSparkWordcount,2023-04-20,11:40:00,16424630786,121.074,135657786,67828893,74m,11,1,16g,8,2,16g,snappy,88k,100k,126k,31m,0.47,0.43,79m,org.apache.spark.serializer.JavaSerializer,25k,0.83,62,0.58,187m,0.58
ScalaSparkWordcount,2023-04-20,11:53:35,16424630786,114.769,143110341,71555170,83m,13,1,16g,8,2,16g,snappy,106k,15k,79k,95m,0.28,0.61,78m,org.apache.spark.serializer.JavaSerializer,98k,0.85,569,0.62,326m,0.64
ScalaSparkWordcount,2023-04-20,12:04:08,16424630786,123.924,132537932,66268966,117m,11,1,16g,4,4,8g,lz4,29k,53k,118k,25m,0.71,0.12,62m,org.apache.spark.serializer.JavaSerializer,94k,0.9,399,0.86,290m,0.49
ScalaSparkWordcount,2023-04-20,12:15:55,16424630786,131.83,124589477,62294738,16m,7,1,16g,2,8,4g,lzf,82k,51k,26k,77m,0.47,0.35,29m,org.apache.spark.serializer.KryoSerializer,21k,0.55,180,0.21,288m,0.28
ScalaSparkWordcount,2023-04-20,12:27:37,16424630786,130.452,125905549,62952774,29m,4,1,16g,2,8,4g,lzf,94k,60k,72k,11m,0.48,0.68,61m,org.apache.spark.serializer.KryoSerializer,38k,0.3,645,0.63,169m,0.58
ScalaSparkWordcount,2023-04-20,12:40:22,16424630786,118.361,138767252,69383626,100m,14,1,16g,4,4,8g,lz4,114k,3k,128k,27m,0.28,0.39,109m,org.apache.spark.serializer.JavaSerializer,31k,0.25,775,0.52,284m,0.68
ScalaSparkWordcount,2023-04-20,12:50:49,16424630786,119.483,137464164,68732082,29m,10,1,16g,4,4,8g,lz4,114k,115k,78k,93m,0.43,0.77,68m,org.apache.spark.serializer.KryoSerializer,107k,0.86,512,0.17,20m,0.5
ScalaSparkWordcount,2023-04-20,13:04:30,16424630786,113.941,144150312,72075156,24m,11,1,16g,8,2,16g,lz4,51k,27k,91k,69m,0.28,0.87,96m,org.apache.spark.serializer.JavaSerializer,117k,0.47,737,0.52,464m,0.26
ScalaSparkWordcount,2023-04-20,13:15:20,16424630786,111.361,147489972,73744986,122m,4,1,16g,8,2,16g,lz4,111k,68k,39k,72m,0.75,0.6,9m,org.apache.spark.serializer.JavaSerializer,35k,0.24,420,0.36,48m,0.18
ScalaSparkWordcount,2023-04-20,13:26:08,16424630786,116.059,141519664,70759832,48m,16,1,16g,8,2,16g,lzf,66k,117k,118k,95m,0.89,0.25,56m,org.apache.spark.serializer.JavaSerializer,17k,0.2,255,0.17,494m,0.27
ScalaSparkWordcount,2023-04-20,13:40:38,16424630786,123.741,132733942,66366971,71m,8,1,16g,8,2,16g,lzf,43k,66k,127k,31m,0.27,0.81,31m,org.apache.spark.serializer.KryoSerializer,119k,0.51,766,0.11,121m,0.58
ScalaSparkWordcount,2023-04-20,13:51:49,16424630786,130.545,125815854,62907927,46m,15,1,16g,2,8,4g,snappy,66k,60k,54k,117m,0.75,0.73,27m,org.apache.spark.serializer.JavaSerializer,41k,0.64,81,0.37,227m,0.64
ScalaSparkWordcount,2023-04-20,14:02:10,16424630786,114.044,144020121,72010060,106m,12,1,16g,4,4,8g,lzf,51k,124k,67k,52m,0.52,0.66,67m,org.apache.spark.serializer.JavaSerializer,128k,0.54,483,0.84,253m,0.35
ScalaSparkWordcount,2023-04-20,14:13:44,16424630786,115.023,142794317,71397158,71m,11,1,16g,8,2,16g,lzf,81k,17k,96k,95m,0.35,0.45,103m,org.apache.spark.serializer.JavaSerializer,45k,0.44,718,0.63,173m,0.25
ScalaSparkWordcount,2023-04-20,14:25:19,16424630786,116.943,140449884,70224942,122m,2,1,16g,4,4,8g,lzf,97k,103k,102k,81m,0.43,0.45,103m,org.apache.spark.serializer.KryoSerializer,16k,0.74,425,0.26,420m,0.35
ScalaSparkWordcount,2023-04-20,14:36:26,16424630786,128.269,128048326,64024163,103m,13,1,16g,2,8,4g,snappy,75k,21k,56k,29m,0.45,0.23,127m,org.apache.spark.serializer.JavaSerializer,69k,0.77,345,0.88,377m,0.7
ScalaSparkWordcount,2023-04-20,14:48:04,16424630786,130.599,125763832,62881916,89m,8,1,16g,2,8,4g,lzf,65k,31k,114k,45m,0.68,0.62,64m,org.apache.spark.serializer.KryoSerializer,61k,0.85,770,0.54,111m,0.7
