Type,Date,Time,Input_data_size,Duration(s),Throughput(bytes/s),Throughput/node,spark.broadcast.blockSize,spark.default.parallelism,spark.driver.cores,spark.driver.memory,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.io.compression.codec,spark.io.compression.lz4.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.memory.fraction,spark.memory.storageFraction,spark.reducer.maxSizeInFlight,spark.serializer,spark.shuffle.file.buffer,spark.shuffle.memoryFraction,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryFraction,spark.storage.memoryMapThreshold,spark.storage.unrollFraction
ScalaSparkPagerank,2023-04-05,09:04:38,259947887,95.771,2714265,1357132,107m,13,1,9g,2,8,4g,snappy,71k,85k,111k,126m,0.49,0.84,38m,org.apache.spark.serializer.JavaSerializer,28k,0.44,112,0.77,104m,0.57
ScalaSparkPagerank,2023-04-05,09:13:00,259947887,101.334,2565258,1282629,43m,6,5,14g,2,8,4g,lzf,34k,88k,8k,77m,0.86,0.49,62m,org.apache.spark.serializer.JavaSerializer,112k,0.87,412,0.25,355m,0.81
ScalaSparkPagerank,2023-04-05,09:21:17,259947887,117.93,2204255,1102127,79m,2,6,13g,4,4,8g,lz4,119k,38k,21k,55m,0.84,0.39,22m,org.apache.spark.serializer.KryoSerializer,14k,0.59,429,0.61,200m,0.34
ScalaSparkPagerank,2023-04-05,09:31:01,259947887,110.634,2349620,1174810,114m,11,8,14g,4,4,8g,snappy,56k,65k,12k,53m,0.5,0.64,60m,org.apache.spark.serializer.KryoSerializer,97k,0.29,713,0.2,364m,0.85
ScalaSparkPagerank,2023-04-05,09:39:09,259947887,94.898,2739234,1369617,86m,13,6,10g,2,8,4g,lz4,39k,96k,63k,52m,0.61,0.86,63m,org.apache.spark.serializer.JavaSerializer,59k,0.14,730,0.1,335m,0.44
ScalaSparkPagerank,2023-04-05,09:47:00,259947887,112.979,2300851,1150425,67m,6,5,9g,4,4,8g,lzf,73k,104k,7k,8m,0.4,0.61,26m,org.apache.spark.serializer.KryoSerializer,123k,0.54,343,0.68,361m,0.77
ScalaSparkPagerank,2023-04-05,09:54:49,259947887,84.055,3092592,1546296,44m,15,1,8g,4,4,8g,lz4,124k,126k,105k,94m,0.67,0.85,14m,org.apache.spark.serializer.KryoSerializer,35k,0.3,488,0.12,438m,0.44
ScalaSparkPagerank,2023-04-05,10:02:17,259947887,96.318,2698850,1349425,89m,13,4,14g,4,4,8g,lzf,42k,27k,40k,33m,0.26,0.74,119m,org.apache.spark.serializer.JavaSerializer,60k,0.65,486,0.86,338m,0.89
ScalaSparkPagerank,2023-04-05,10:10:38,259947887,125.222,2075896,1037948,126m,2,3,9g,8,2,16g,snappy,25k,85k,81k,9m,0.83,0.59,24m,org.apache.spark.serializer.JavaSerializer,29k,0.35,635,0.71,293m,0.7
ScalaSparkPagerank,2023-04-05,10:20:56,259947887,127.412,2040215,1020107,73m,9,5,4g,4,4,8g,lz4,38k,80k,65k,94m,0.1,0.87,46m,org.apache.spark.serializer.JavaSerializer,117k,0.37,552,0.15,25m,0.29
ScalaSparkPagerank,2023-04-05,10:31:31,259947887,105.858,2455628,1227814,33m,7,7,12g,2,8,4g,lz4,17k,56k,67k,87m,0.76,0.72,11m,org.apache.spark.serializer.KryoSerializer,96k,0.51,581,0.58,496m,0.87
ScalaSparkPagerank,2023-04-05,10:39:29,259947887,111.91,2322829,1161414,83m,15,7,4g,8,2,16g,snappy,14k,117k,104k,42m,0.29,0.66,11m,org.apache.spark.serializer.KryoSerializer,90k,0.43,571,0.61,358m,0.33
ScalaSparkPagerank,2023-04-05,10:47:16,259947887,99.367,2616038,1308019,10m,5,8,5g,4,4,8g,snappy,43k,89k,11k,4m,0.39,0.88,55m,org.apache.spark.serializer.JavaSerializer,62k,0.68,428,0.89,98m,0.13
ScalaSparkPagerank,2023-04-05,10:55:14,259947887,99.773,2605393,1302696,66m,5,3,12g,2,8,4g,lz4,59k,50k,49k,23m,0.42,0.78,74m,org.apache.spark.serializer.KryoSerializer,113k,0.15,711,0.72,214m,0.65
ScalaSparkPagerank,2023-04-05,11:03:25,259947887,115.514,2250358,1125179,30m,10,2,4g,8,2,16g,lzf,30k,111k,96k,112m,0.77,0.56,68m,org.apache.spark.serializer.KryoSerializer,79k,0.82,152,0.68,209m,0.39
ScalaSparkPagerank,2023-04-05,11:12:22,259947887,102.565,2534469,1267234,95m,4,1,10g,4,4,8g,snappy,72k,113k,26k,95m,0.14,0.57,104m,org.apache.spark.serializer.JavaSerializer,36k,0.37,294,0.16,227m,0.69
ScalaSparkPagerank,2023-04-05,11:21:21,259947887,93.997,2765491,1382745,32m,11,7,13g,2,8,4g,lz4,31k,48k,2k,36m,0.25,0.17,52m,org.apache.spark.serializer.KryoSerializer,117k,0.47,293,0.57,307m,0.71
ScalaSparkPagerank,2023-04-05,11:30:10,259947887,113.475,2290794,1145397,94m,14,4,9g,2,8,4g,lzf,45k,86k,35k,125m,0.39,0.79,56m,org.apache.spark.serializer.KryoSerializer,124k,0.77,264,0.78,441m,0.55
ScalaSparkPagerank,2023-04-05,11:37:45,259947887,94.644,2746586,1373293,81m,6,7,4g,8,2,16g,lzf,5k,47k,115k,73m,0.64,0.89,112m,org.apache.spark.serializer.JavaSerializer,60k,0.32,142,0.45,163m,0.85
ScalaSparkPagerank,2023-04-05,11:45:33,259947887,115.603,2248625,1124312,96m,15,6,11g,8,2,16g,snappy,88k,108k,22k,61m,0.54,0.35,36m,org.apache.spark.serializer.KryoSerializer,45k,0.67,137,0.73,279m,0.68
ScalaSparkPagerank,2023-04-05,11:53:35,259947887,89.902,2891458,1445729,63m,11,3,4g,4,4,8g,lz4,115k,57k,4k,111m,0.16,0.66,127m,org.apache.spark.serializer.KryoSerializer,105k,0.25,522,0.9,494m,0.48
ScalaSparkPagerank,2023-04-05,12:02:13,259947887,93.924,2767640,1383820,56m,16,1,8g,2,8,4g,lz4,121k,68k,5k,30m,0.83,0.1,85m,org.apache.spark.serializer.KryoSerializer,71k,0.8,473,0.86,293m,0.66
ScalaSparkPagerank,2023-04-05,12:11:09,259947887,128.07,2029732,1014866,19m,2,3,7g,2,8,4g,lz4,95k,70k,97k,45m,0.84,0.24,44m,org.apache.spark.serializer.JavaSerializer,124k,0.21,679,0.43,255m,0.38
